#{"t_start": 1758885310.743627, "env_id": "None"}
r,l,t,success,distance
-139.78958,500,4.059713,False,0.2336997240781784
-202.583138,500,5.474185,False,0.3949759304523468
-141.462658,500,6.901692,False,0.24471378326416016
-94.69029,500,8.329095,False,0.14878563582897186
-84.33014,500,9.762707,False,0.11420021951198578
-204.674401,500,69.868302,False,0.4595161974430084
-178.706382,500,130.340698,False,0.2990645468235016
-181.544855,500,201.606906,False,0.18066230416297913
-121.381723,500,283.593646,False,0.16063104569911957
-91.602303,500,356.961498,False,0.16405357420444489
-118.745243,500,429.402622,False,0.23683904111385345
-52.571466,384,487.829688,True,0.04807577282190323
-77.941745,500,563.168847,False,0.08842728286981583
-22.314352,167,590.396657,True,0.04966510832309723
-76.057251,500,667.21417,False,0.10888185352087021
-120.568296,500,740.502365,False,0.16508306562900543
-85.162547,500,824.971081,False,0.1009727492928505
-71.34218,500,898.629446,False,0.0716017335653305
-75.659665,500,980.859703,False,0.08489971607923508
2.327006,17,983.418069,True,0.045536790043115616
-85.847209,500,1058.224617,False,0.11054963618516922
-6.152312,79,1070.38154,True,0.04905081167817116
0.397167,31,1075.375649,True,0.04917357861995697
-77.026399,500,1183.6515,False,0.06821189075708389
-82.010147,500,1473.373309,False,0.11866388469934464
3.525653,13,1483.134539,True,0.0494091734290123
-9.926132,69,1530.06226,True,0.048875004053115845
3.71671,11,1543.115393,True,0.04952799901366234
-7.833924,78,1597.276221,True,0.0485621802508831
-105.740018,500,1957.905978,False,0.12793758511543274
-99.786898,500,2263.8499,False,0.0997774675488472
-2.381275,43,2291.982005,True,0.04946562275290489
-4.777843,70,2329.854514,True,0.048590973019599915
-9.711058,72,2378.757185,True,0.048998426645994186
-3.24692,74,2420.149441,True,0.04962605983018875
-3.196081,42,2449.865975,True,0.04222523793578148
-81.696647,500,2769.826739,False,0.08560649305582047
-26.486702,146,2856.988536,True,0.04807057976722717
-5.33876,52,2885.215077,True,0.04768538475036621
-70.919122,500,3197.234823,False,0.15005332231521606
-68.067253,500,3293.680289,False,0.11278212070465088
-5.209625,50,3300.231355,True,0.04889500513672829
-27.832895,152,3321.746929,True,0.04517123103141785
-97.055985,500,3382.555007,False,0.09154185652732849
-23.288,106,3394.087692,True,0.04909148067235947
-11.791741,78,3403.77582,True,0.04820750281214714
-14.585326,112,3417.595659,True,0.04984333738684654
2.203553,23,3421.294689,True,0.04838207736611366
-2.528504,46,3427.026372,True,0.04887298867106438
-9.177357,69,3434.798462,True,0.04974297434091568
-79.653982,500,3503.207489,False,0.11435765027999878
-17.920745,108,3517.970366,True,0.04989001527428627
-46.484157,180,3541.426487,True,0.048947833478450775
-79.910286,500,3607.019742,False,0.07641459256410599
-33.088653,115,3624.08763,True,0.04970354214310646
-41.982042,261,3657.829211,True,0.04860831797122955
-49.958539,180,3681.4331,True,0.04911121726036072
0.371315,31,3685.68234,True,0.04962211847305298
-23.906623,114,3700.429646,True,0.04927915334701538
-9.899762,64,3708.913733,True,0.04939356818795204
-21.034645,121,3725.721603,True,0.04993942007422447
-6.644706,55,3731.960365,True,0.049223095178604126
4.91597,1,3731.977829,True,0.04140379652380943
-4.341572,67,3742.470249,True,0.04845559224486351
-36.403171,153,3761.697396,True,0.04910137131810188
-7.275504,77,3773.152655,True,0.04848799481987953
-0.940495,33,3777.763531,True,0.0497506819665432
-57.736922,307,3819.561767,True,0.04913274571299553
-8.742109,72,3830.753781,True,0.048775628209114075
