#{"t_start": 1758272214.870729, "env_id": null}
r,l,t,success,distance
-17.495214,186,1.360928,True,0.04974047467112541
-136.750025,500,1.853729,False,0.18316717445850372
-95.721611,500,2.329383,False,0.1178150475025177
-168.080216,500,2.811554,False,0.29488909244537354
-161.867466,500,3.302771,False,0.2870576083660126
-30.267602,259,3.559083,True,0.04694235697388649
-136.131276,500,24.991271,False,0.23489978909492493
-28.361842,181,33.357328,True,0.04417891800403595
-162.594117,500,56.886652,False,0.18728573620319366
-158.820542,500,80.526494,False,0.23737166821956635
-126.562438,500,105.072203,False,0.1728782206773758
-16.967832,194,114.266175,True,0.04985523596405983
-91.548942,500,138.109363,False,0.1505594402551651
-77.060794,500,162.176337,False,0.10344354063272476
-125.623768,500,186.684701,False,0.14661629498004913
-81.143672,500,211.873348,False,0.08704444766044617
4.909195,1,211.878646,True,0.033526528626680374
-56.532364,445,233.87216,True,0.04988131299614906
-16.268097,129,240.205499,True,0.0463106743991375
-2.8363,37,241.779037,True,0.047231994569301605
-43.708688,436,265.522623,True,0.04833599925041199
-147.729016,500,290.106397,False,0.3029985725879669
-13.715151,98,295.669575,True,0.04872338846325874
-108.984874,500,320.10978,False,0.16002210974693298
-117.548807,500,344.563168,False,0.1889079362154007
-84.619043,500,368.973995,False,0.09625151008367538
2.514528,21,370.566857,True,0.0498167909681797
-124.579633,500,394.947342,False,0.2850452661514282
-134.511403,500,419.439285,False,0.1999189555644989
-111.200652,500,444.362517,False,0.1816769391298294
-58.731112,372,463.175182,True,0.048355016857385635
-131.96717,500,487.69576,False,0.13232840597629547
-20.053154,161,495.544735,True,0.04904603585600853
-136.041854,500,520.039136,False,0.2534092366695404
-107.703179,500,544.49122,False,0.08459782600402832
-27.377682,176,553.040363,True,0.04956186190247536
-15.809346,90,557.685622,True,0.04683498665690422
-24.040857,191,567.00443,True,0.04927642270922661
-75.623447,500,591.127057,False,0.12176506966352463
-46.664355,381,609.826703,True,0.04795395955443382
3.289923,15,610.617358,True,0.04918944090604782
4.943284,1,610.622047,True,0.01195696834474802
-2.499474,57,613.715276,True,0.04974111542105675
-1.54317,55,616.06939,True,0.04857863485813141
-2.717548,57,621.22216,True,0.04900353401899338
-4.540301,84,625.090104,True,0.04971536248922348
-61.732904,470,647.830639,True,0.049018148332834244
-4.616971,76,651.790566,True,0.04928154870867729
-24.706139,161,659.531754,True,0.04977256432175636
-131.910901,500,683.755755,False,0.21861803531646729
-7.997034,68,687.642125,True,0.04821750894188881
-19.540298,136,693.943756,True,0.04883266240358353
-79.769145,500,718.137255,False,0.09849061071872711
-74.876928,500,743.000125,False,0.10194641351699829
3.878466,9,743.014962,True,0.04917838051915169
-117.67455,500,767.367034,False,0.2127409279346466
-34.872685,242,779.90401,True,0.049929872155189514
-139.286656,500,804.08457,False,0.2304518073797226
0.123745,36,805.651138,True,0.04883692041039467
-34.507942,149,812.690012,True,0.04553201049566269
-14.713379,111,818.13672,True,0.04696592688560486
-34.095281,323,833.733659,True,0.048285845667123795
-99.483385,500,858.612397,False,0.19585195183753967
-33.873543,233,869.577705,True,0.04935966432094574
-128.776333,500,894.869943,False,0.18425817787647247
-8.514965,106,899.561273,True,0.04994707182049751
2.783234,19,900.344606,True,0.04811636358499527
-6.206396,72,904.226572,True,0.049637407064437866
-6.071808,64,907.393531,True,0.04986977204680443
