#{"t_start": 1759379704.924129, "env_id": "None"}
r,l,t,success,distance
-203.377464,500,2312.812751,False,0.3403815031051636
-55.884668,361,2315.948932,True,0.04879605770111084
-90.767548,500,2320.084213,False,0.10374376177787781
-158.117492,500,2324.261283,False,0.2847258150577545
-222.910166,500,2329.628028,False,0.42395809292793274
-116.938804,500,2335.886421,False,0.23176582157611847
-206.666436,500,2341.491894,False,0.3268457353115082
-258.931735,500,2347.364992,False,0.4026722013950348
-174.784607,500,2351.943338,False,0.2826516032218933
-121.075002,500,2357.419082,False,0.25903692841529846
-240.997316,500,5006.198726,False,0.11279011517763138
-208.349202,500,5012.362931,False,0.2838747501373291
-237.470963,500,5017.931305,False,0.11338980495929718
-367.770015,500,5023.595922,False,0.3779670298099518
-131.75545,500,5028.085651,False,0.10548049956560135
-172.910053,500,5033.737527,False,0.24110308289527893
-196.505226,500,5039.864789,False,0.21153925359249115
-384.919286,500,5044.682145,False,0.58915776014328
-393.809745,500,5049.448898,False,0.5249408483505249
-509.414311,500,5053.986711,False,0.20226280391216278
-311.924384,500,7722.692597,False,0.29706496000289917
-167.173836,277,7725.349021,True,0.04910987615585327
-224.320268,500,7731.236474,False,0.3464808762073517
-174.518163,500,7736.844071,False,0.2917129397392273
-310.030048,500,7742.435029,False,0.47962531447410583
-622.727969,500,7746.821881,False,0.3042154908180237
-775.036683,500,7751.426652,False,0.2235250622034073
-282.511386,218,7753.56714,True,0.045795246958732605
-168.734339,64,7754.284055,True,0.049047861248254776
-244.400587,500,7759.476056,False,0.3982566297054291
-650.328174,500,11487.080596,False,0.42107346653938293
-503.027301,500,11493.284258,False,0.3253301978111267
-118.344103,500,11498.122134,False,0.2084028720855713
-272.901278,500,11503.805589,False,0.25970858335494995
-252.36441,500,11509.344532,False,0.44647279381752014
-200.383335,500,11515.286666,False,0.2859725058078766
-277.622885,500,11520.860576,False,0.3279571235179901
-195.454621,500,11525.019377,False,0.3394452631473541
4.949931,1,11525.08095,True,0.02381357178092003
-222.792062,500,11530.332718,False,0.38302966952323914
-166.259117,500,14114.661151,False,0.2725899815559387
-28.500277,54,14114.96103,True,0.04308152198791504
-303.788904,500,14118.518351,False,0.5032106041908264
-188.186988,500,14122.4367,False,0.27448251843452454
-242.309368,500,14125.717449,False,0.3594125509262085
-138.744479,500,14129.072319,False,0.4282616972923279
-160.39119,500,14133.826911,False,0.2932818830013275
-277.135262,500,14138.79886,False,0.42450422048568726
-205.256729,500,14143.539479,False,0.3344916105270386
-148.77814,500,14147.285487,False,0.2603927254676819
-153.48502,500,14156.014647,False,0.22867734730243683
-239.890151,500,14160.551012,False,0.44098642468452454
-73.76491,116,14161.625248,True,0.0311869028955698
-258.031704,500,14166.491074,False,0.49385055899620056
-243.450943,500,14170.372877,False,0.25005316734313965
-275.173998,500,14175.444732,False,0.2773084342479706
-205.721172,500,14180.20954,False,0.36641478538513184
-239.495353,500,14184.421855,False,0.4808090031147003
-227.356044,500,14188.027518,False,0.2475316971540451
-151.876297,500,14190.834357,False,0.29678693413734436
973,500,4754.949507,False,0.3938940465450287
-217.241227,500,4843.392239,False,0.4432871341705322
-188.928138,500,4930.376179,False,0.43604573607444763
-215.140759,500,5075.666279,False,0.31735333800315857
-190.66769,500,5170.627485,False,0.2762986123561859
-255.613322,500,5260.941039,False,0.43447813391685486
-296.828577,500,5347.789049,False,0.28854942321777344
-181.400713,500,5436.731858,False,0.28400930762290955
-275.470617,500,5522.811879,False,0.44134166836738586
-341.470976,500,5614.307433,False,0.44131115078926086
-212.125444,500,5701.851546,False,0.4479213356971741
-173.949742,500,5788.411767,False,0.46329331398010254
-108.749669,500,5875.160637,False,0.21986106038093567
-145.280483,500,5963.745837,False,0.23188626766204834
-314.856059,500,6050.18545,False,0.2764606475830078
-231.567128,500,6138.464005,False,0.4257184863090515
-317.90625,500,6226.669821,False,0.49759364128112793
-300.797251,500,6313.991249,False,0.4826189875602722
-32.709423,163,6343.040473,True,0.04943597689270973
-170.614802,500,6434.532844,False,0.2207866907119751
-264.930278,500,6522.612531,False,0.19952109456062317
-248.727992,389,6590.317404,True,0.04981525242328644
-232.990294,500,6677.74615,False,0.4112638235092163
-195.425099,500,6765.920582,False,0.28420203924179077
-236.014807,500,6851.562002,False,0.47707125544548035
-233.270384,500,6939.577031,False,0.4385475516319275
-339.995064,500,7028.370645,False,0.6335883140563965
-144.928623,500,7118.08301,False,0.22143401205539703
-50.882589,163,7146.696447,True,0.03195273503661156
-168.756456,500,7239.837828,False,0.20890110731124878
-198.757874,500,7329.122769,False,0.5480062961578369
-44.755633,184,7362.153317,True,0.04903632774949074
-218.213537,500,7454.079351,False,0.3739220201969147
-265.722597,500,7541.112219,False,0.5876063108444214
-267.136899,500,7629.58203,False,0.38469138741493225
-253.926923,500,7761.882933,False,0.46326082944869995
-228.565797,500,7854.496621,False,0.245021790266037
-196.270599,500,7945.874419,False,0.27757757902145386
-226.924125,500,8033.203417,False,0.2905154526233673
4.137844,9,8035.910383,True,0.04760516807436943
-262.061833,500,8123.88592,False,0.4399445354938507
-249.85078,500,8209.577753,False,0.4762742817401886
-165.594548,500,8437.199717,False,0.12664781510829926
-197.396807,500,8917.928129,False,0.40243208408355713
-185.974327,500,9022.275043,False,0.3178465664386749
-170.429565,500,9109.387248,False,0.15179577469825745
-282.179591,500,9402.560131,False,0.4789891839027405
-203.134041,500,9501.108841,False,0.25322064757347107
-217.89797,500,9633.269244,False,0.2634877562522888
-128.28175,500,9727.411349,False,0.3093820810317993
-248.735402,500,9826.318062,False,0.21698495745658875
-143.202758,165,9865.881085,True,0.030463095754384995
-248.612806,500,9968.87023,False,0.4927932620048523
-245.768747,500,10069.426212,False,0.4144217371940613
-304.490762,500,10172.937932,False,0.4719770550727844
-150.180821,500,10276.171048,False,0.36075666546821594
-152.619636,500,10400.466902,False,0.2935349941253662
-72.463892,120,10426.309028,True,0.04646104574203491
-268.621509,500,10534.836032,False,0.23078511655330658
-168.324769,500,10633.458144,False,0.2545285224914551
-193.117246,500,10728.786846,False,0.27194806933403015
-251.868015,500,10823.848129,False,0.3283977508544922
-212.46761,500,10922.387897,False,0.13984790444374084
-261.582181,500,11018.035793,False,0.24825051426887512
-265.296924,500,11113.863075,False,0.21524372696876526
-217.880856,500,11214.032572,False,0.3746047019958496
-247.969238,500,11329.117125,False,0.3114696741104126
-252.82072,500,11441.083726,False,0.3554079532623291
-203.998079,500,11592.959074,False,0.24343633651733398
-270.309634,500,11683.064623,False,0.31766751408576965
-225.454129,500,11775.702259,False,0.2829591631889343
-125.589901,500,11857.347539,False,0.2583885192871094
-283.097606,500,11940.706172,False,0.27595335245132446
-169.964407,500,12026.621912,False,0.31546732783317566
-207.319436,500,12112.301084,False,0.23275545239448547
-253.103019,500,12195.643394,False,0.4144173562526703
-239.159405,500,12280.14487,False,0.29253870248794556
-200.631703,500,12364.527427,False,0.08855079859495163
-254.513917,500,12449.883745,False,0.5109097361564636
-158.951992,500,12531.672655,False,0.3352847397327423
-111.714108,500,12615.581372,False,0.17255423963069916
-254.812595,500,12700.629907,False,0.24044205248355865
-182.461742,500,12786.509819,False,0.34165164828300476
-330.468041,500,12871.319481,False,0.5002831816673279
-258.101758,500,12957.437004,False,0.19605684280395508
-145.599379,500,13042.824914,False,0.11102649569511414
-334.090925,500,13138.641048,False,0.48113974928855896
-331.02449,500,13239.082894,False,0.3672654628753662
-21.233719,129,13265.344561,True,0.04725208133459091
-21.101519,59,13278.097803,True,0.0439537949860096
-218.442328,500,13370.335131,False,0.3878409266471863
-226.25819,500,13460.016473,False,0.40542933344841003
-156.956643,500,13549.51751,False,0.24313144385814667
-216.847673,500,13639.18248,False,0.26130831241607666
-277.941106,500,13706.685833,False,0.4563250243663788
-153.975218,500,13772.505631,False,0.2798024117946625
-216.460667,500,13843.389814,False,0.3628402054309845
-90.701767,183,13870.593256,True,0.02575221098959446
-212.84034,500,13953.949475,False,0.41808268427848816
-150.381627,500,14049.266398,False,0.25194963812828064
