#{"t_start": 1758957837.1847315, "env_id": "None"}
r,l,t,success,distance
-292.034443,500,4.073303,False,0.6205770969390869
-235.73752,500,5.625998,False,0.5613548755645752
-197.129026,500,7.191478,False,0.580349326133728
-183.174004,500,8.807397,False,0.41703253984451294
-183.344563,500,10.400076,False,0.5785813927650452
-218.430112,500,71.219251,False,0.4432237148284912
-165.252833,500,122.894798,False,0.512842059135437
-268.075392,500,175.882177,False,0.7039556503295898
-189.107487,500,229.854406,False,0.461942195892334
-157.944079,500,283.950081,False,0.27560487389564514
-212.98251,500,344.317757,False,0.3257540464401245
-113.059492,500,411.94192,False,0.27541443705558777
-164.042419,500,481.793157,False,0.3354511559009552
-25.04321,93,494.896926,True,0.04743962734937668
-131.172063,500,562.438853,False,0.2676953673362732
-22.471824,165,584.2326,True,0.049634892493486404
-6.926294,88,597.296658,True,0.049224603921175
-10.763986,80,608.14293,True,0.04887905344367027
-4.997587,96,621.124068,True,0.04998042806982994
-18.191075,152,640.749104,True,0.049628566950559616
-137.657851,500,708.221676,False,0.33357760310173035
-60.887403,304,749.292267,True,0.04908404126763344
-113.816894,500,819.223876,False,0.30863064527511597
-136.872535,500,886.759037,False,0.3078504502773285
-124.549029,500,954.083793,False,0.24060282111167908
4.241079,6,954.126098,True,0.04872394725680351
-198.579785,500,1023.619445,False,0.48416832089424133
-96.184334,500,1090.892365,False,0.16000843048095703
-101.220945,500,1158.330588,False,0.2764424979686737
-139.373588,500,1226.128692,False,0.607394278049469
-96.890853,500,1295.74196,False,0.23934310674667358
-30.603075,141,1315.416468,True,0.0481291264295578
-6.800004,101,1328.500431,True,0.04886890947818756
-32.693247,117,1344.0364,True,0.04571651294827461
-6.736398,64,1352.725107,True,0.048951536417007446
-3.235265,61,1361.936915,True,0.047877974808216095
3.022957,14,1364.180497,True,0.048007071018218994
-144.389038,500,1431.610154,False,0.2604192793369293
-123.94776,500,1499.396333,False,0.2843409776687622
-99.978473,500,1569.09375,False,0.17890529334545135
-2.562575,32,1573.457661,True,0.044023022055625916
-2.37099,43,1577.928414,True,0.04935925826430321
-12.115361,90,1591.197356,True,0.04905850812792778
-11.922604,75,1602.03755,True,0.04521762207150459
-45.728136,348,1653.681316,True,0.04955388605594635
-4.16559,39,1660.175729,True,0.04749935492873192
-136.115086,500,1728.617464,False,0.2384154498577118
-11.116326,114,1743.872133,True,0.04823962226510048
-67.960231,392,1798.800045,True,0.048521511256694794
-0.259577,25,1801.14259,True,0.0480070598423481
-10.834814,71,1812.086157,True,0.045769691467285156
-31.092446,190,1838.466429,True,0.046717703342437744
-24.96299,150,1858.274218,True,0.04984042048454285
-119.287267,500,1926.354407,False,0.2986680269241333
-22.946776,158,1948.273183,True,0.04984898492693901
-15.38801,84,1959.667103,True,0.048554591834545135
-103.020698,500,2030.091123,False,0.151522696018219
-17.016667,150,2049.775415,True,0.04700982943177223
-43.097742,277,2087.324296,True,0.04948544129729271
2.056833,23,2091.686092,True,0.049438703805208206
-47.335502,222,2122.509736,True,0.049696166068315506
-106.548184,500,2191.350174,False,0.21003380417823792
-177.373647,500,2259.549257,False,0.30859488248825073
-7.949057,60,2268.352333,True,0.047934576869010925
-106.675422,500,2336.704872,False,0.2646580636501312
-30.13039,218,2367.889341,True,0.048965271562337875
-89.735011,500,2436.458736,False,0.2515244781970978
-2.91698,36,2440.956496,True,0.04616696760058403
-119.637976,500,2509.789321,False,0.29660865664482117
-11.462957,74,2520.670769,True,0.04980692267417908
-1.664201,36,2525.12629,True,0.04997557774186134
-17.960209,192,2551.557223,True,0.04998656362295151
-44.33728,220,2583.132922,True,0.04702766612172127
-86.307285,500,2652.168317,False,0.15538471937179565
1.192494,33,2656.510239,True,0.048935700207948685
-20.817155,77,2667.599703,True,0.04979545623064041
4.931183,1,2667.611088,True,0.02259231172502041
-5.144499,59,2676.416431,True,0.048064250499010086
-26.88163,150,2696.247325,True,0.04590111970901489
-20.261366,81,2707.509329,True,0.04989606887102127
-16.443842,82,2718.687053,True,0.049566373229026794
-8.03655,74,2729.728873,True,0.04854666069149971
-18.161139,86,2740.772415,True,0.048661861568689346
-6.553239,56,2749.60187,True,0.047545552253723145
-127.070119,500,2818.360054,False,0.3097333610057831
-3.363595,53,2827.124581,True,0.04861857369542122
-11.925613,138,2845.011577,True,0.04917703941464424
-88.412327,500,2913.823136,False,0.1620614379644394
-40.817243,237,2946.949282,True,0.04772628843784332
-12.051063,83,2958.203224,True,0.047874853014945984
2.594795,17,2960.460983,True,0.048249751329422
-10.608275,60,2969.30207,True,0.04986905679106712
-1.694242,44,2975.952072,True,0.04803261160850525
-121.51804,500,3044.215655,False,0.32853543758392334
-6.731062,54,3053.092458,True,0.049601417034864426
-14.203722,91,3064.279811,True,0.04793649539351463
-12.951041,100,3079.72287,True,0.04849284514784813
-17.214448,143,3097.567269,True,0.04979397729039192
-9.045178,61,3106.252356,True,0.048620544373989105
-14.409117,83,3117.243191,True,0.04948451742529869
-8.467884,81,3130.473266,True,0.04820568114519119
-132.794436,500,3199.935802,False,0.2720988094806671
-14.051401,91,3210.944408,True,0.049790073186159134
-23.392349,152,3233.188642,True,0.04939645901322365
-112.027936,500,3301.775464,False,0.23796717822551727
-117.461495,500,3370.489181,False,0.23320706188678741
-18.422573,80,3381.457241,True,0.049177590757608414
-6.307901,51,3390.286222,True,0.048674024641513824
-115.35248,500,3458.716976,False,0.21725110709667206
-22.367223,136,3476.26966,True,0.048611439764499664
-117.877908,500,3547.176074,False,0.23266194760799408
-23.958577,142,3567.09395,True,0.04866074025630951
