#{"t_start": 1758872153.5826979, "env_id": "None"}
r,l,t,success,distance
-177.897497,500,6.286678,False,0.26104652881622314
-0.141395,42,7.460572,True,0.04891493171453476
4.888808,1,7.469722,True,0.048512402921915054
-130.060147,500,9.980175,False,0.22995619475841522
4.879509,1,9.992674,True,0.0424899086356163
-177.562882,500,12.546121,False,0.29275915026664734
-184.573026,500,14.111552,False,0.20432166755199432
-111.454844,500,17.363557,False,0.20926301181316376
-180.277181,500,20.342708,False,0.3258788585662842
-116.181669,500,23.361125,False,0.13490888476371765
4.888223,1,23.372179,True,0.04733859375119209
-146.140455,500,26.467602,False,0.1957111805677414
-150.378984,500,29.693526,False,0.21178628504276276
-121.36018,500,33.459065,False,0.17758721113204956
-96.965681,500,37.521955,False,0.11556867510080338
-163.109646,500,40.621041,False,0.31846722960472107
-225.278024,500,43.313709,False,0.37504565715789795
-75.882092,464,46.359571,True,0.0486384816467762
-140.958097,500,49.16034,False,0.21365807950496674
-126.660268,500,52.024627,False,0.15902863442897797
-73.65695,302,54.211856,True,0.04977833852171898
-96.850727,500,57.243142,False,0.1854359209537506
-115.128328,500,60.064676,False,0.14212264120578766
-158.137493,500,62.971305,False,0.3154814839363098
-119.530597,500,65.918877,False,0.13859723508358002
-101.91341,500,68.784265,False,0.22559291124343872
-107.358334,500,71.623021,False,0.1335201859474182
-123.292521,500,75.069099,False,0.2446790486574173
-157.975705,500,78.147996,False,0.2363126575946808
-158.924304,500,81.038167,False,0.2502134442329407
-186.333465,500,83.067353,False,0.3195873498916626
-141.606422,500,85.786997,False,0.14633816480636597
-122.873985,500,88.621114,False,0.2542058825492859
-86.933468,500,91.539847,False,0.2178374081850052
-86.676204,500,100.696924,False,0.11284351348876953
-127.991367,500,103.888797,False,0.20675435662269592
-114.976866,500,107.046179,False,0.1914358288049698
-119.998199,500,109.846027,False,0.26224642992019653
-70.711276,500,112.591156,False,0.09507817775011063
-151.598491,500,115.447948,False,0.25855401158332825
-115.51436,500,118.33241,False,0.1856515109539032
-184.083605,500,121.220286,False,0.33886709809303284
-128.596919,500,124.254276,False,0.24331383407115936
-156.421537,500,127.195125,False,0.16127082705497742
-98.696633,500,130.112621,False,0.16390717029571533
-98.087812,500,133.072857,False,0.07556339353322983
-186.85582,500,136.562566,False,0.3586371839046478
-4.715897,59,136.773665,True,0.049653470516204834
-126.146663,500,139.806959,False,0.12396956235170364
-193.833854,500,142.959942,False,0.2992391884326935
-145.466261,500,145.864131,False,0.3395939767360687
-103.562554,500,148.799317,False,0.11209888011217117
-105.845909,500,151.707358,False,0.14137287437915802
2.09837,23,151.803348,True,0.049160655587911606
-125.721003,500,154.745933,False,0.15079468488693237
-123.837743,500,157.772342,False,0.35311514139175415
-128.831214,500,160.679489,False,0.20072807371616364
-117.518911,500,163.618834,False,0.1537478268146515
-116.937982,500,166.432947,False,0.16495807468891144
-111.867029,500,169.329857,False,0.12630410492420197
3.762682,10,169.375592,True,0.048452526330947876
-93.433873,500,172.327527,False,0.17228420078754425
-100.723783,363,174.866077,True,0.045393433421850204
-105.081342,500,177.674558,False,0.0897938460111618
-133.434715,500,180.370348,False,0.20186208188533783
-114.291494,500,183.112788,False,0.1482303887605667
-100.594637,500,185.980306,False,0.11867764592170715
-95.560455,500,195.034077,False,0.15890398621559143
-169.095064,500,198.010007,False,0.25283223390579224
-128.877419,500,200.942594,False,0.21792206168174744
-95.726415,500,204.015288,False,0.14047202467918396
-144.148417,500,206.950295,False,0.21442538499832153
-28.418073,174,207.550956,True,0.04937637969851494
-34.894997,178,208.218252,True,0.049192339181900024
-34.019274,257,210.223296,True,0.04877205193042755
-109.3241,500,213.023273,False,0.14638112485408783
-108.852624,500,215.835042,False,0.12012135237455368
-150.951596,500,218.692102,False,0.353028804063797
-115.223709,500,221.622528,False,0.1517171859741211
-144.380153,500,224.508914,False,0.18297407031059265
-136.530901,500,227.378652,False,0.3060179352760315
-130.708414,500,230.562353,False,0.16563951969146729
