#{"t_start": 1758968143.5560393, "env_id": "None"}
r,l,t,success,distance
-103.856978,500,4.123329,False,0.2573309540748596
-147.252168,500,7.999126,False,0.30753856897354126
-171.266321,500,11.880143,False,0.3189223110675812
-159.961984,500,15.686605,False,0.3470643162727356
-172.161739,500,19.557673,False,0.425568163394928
-256.155776,500,23.569643,False,0.4625109136104584
-202.024949,500,27.555724,False,0.4064818322658539
-143.388309,500,31.733505,False,0.27242305874824524
-158.713788,500,35.717636,False,0.23304566740989685
-247.937388,500,39.665177,False,0.3653177320957184
-140.501736,500,43.72639,False,0.1835341602563858
-192.80435,500,47.889762,False,0.34912005066871643
-186.296846,500,52.051473,False,0.37353646755218506
-171.717165,500,56.561438,False,0.27135512232780457
4.88748,1,56.579636,True,0.04906591773033142
-169.468448,500,60.696653,False,0.38916468620300293
0.914972,33,60.873879,True,0.049195095896720886
-125.712738,500,64.831412,False,0.36348262429237366
-166.995987,500,69.001293,False,0.26450517773628235
-214.700347,500,73.413526,False,0.5522617101669312
-191.967118,500,77.852978,False,0.4739513695240021
-3.462359,53,78.127221,True,0.049672916531562805
-183.589093,500,82.276839,False,0.34461382031440735
-171.150323,500,86.617036,False,0.34919825196266174
-171.102392,500,90.761042,False,0.30845966935157776
-112.378615,500,94.991478,False,0.08102284371852875
-187.671617,500,98.993563,False,0.3296860158443451
-224.268236,500,103.211441,False,0.36330336332321167
-108.36839,500,107.305926,False,0.08978769183158875
-176.246495,500,111.577232,False,0.45209363102912903
-242.215949,500,115.82103,False,0.5077275633811951
-164.563916,500,120.084336,False,0.166901096701622
-137.898219,500,134.883039,False,0.2118546962738037
-165.938851,500,139.035609,False,0.18199759721755981
-153.408065,500,143.268803,False,0.22849392890930176
-206.651116,500,147.432802,False,0.3673405647277832
-152.226445,500,151.867727,False,0.10977654904127121
-106.009625,500,155.974292,False,0.16978435218334198
-186.449662,500,160.369884,False,0.4142288863658905
-109.648791,500,164.708971,False,0.16749809682369232
-155.571249,500,168.995398,False,0.32078656554222107
-34.831019,244,170.510055,True,0.049957018345594406
-155.82819,500,174.778891,False,0.3183121383190155
-205.054022,500,179.157992,False,0.2186470478773117
-86.080365,500,183.387974,False,0.13832782208919525
-109.410848,500,187.435241,False,0.20701594650745392
-155.19162,500,191.71153,False,0.46033957600593567
-116.091925,500,195.967591,False,0.19472207129001617
-129.384025,500,200.272038,False,0.18450352549552917
-143.579854,500,204.490059,False,0.27683842182159424
