#{"t_start": 1758473433.280097, "env_id": null}
r,l,t,success,distance
-138.399967,500,1.872181,False,0.20872396230697632
-150.570985,500,2.719038,False,0.2268049269914627
-152.360164,500,3.460308,False,0.26104649901390076
-147.410014,500,4.194487,False,0.21676400303840637
4.904134,1,4.20244,True,0.04769838973879814
-129.783381,500,4.93632,False,0.21260684728622437
-182.451459,500,40.051752,False,0.27118775248527527
-138.28917,500,76.123955,False,0.1877322942018509
-194.966812,500,101.865999,False,0.26689958572387695
-89.011929,500,129.295084,False,0.11418505012989044
-93.050456,500,155.505812,False,0.15499116480350494
-94.952769,500,180.449391,False,0.09407101571559906
-102.490289,500,206.74556,False,0.1983058750629425
-126.080975,500,231.954434,False,0.22293777763843536
-140.123507,500,257.589277,False,0.33215731382369995
2.553446,18,258.404374,True,0.04862305521965027
-84.04455,500,283.42185,False,0.13060051202774048
-152.133705,500,309.873712,False,0.252308189868927
-124.492556,500,339.310598,False,0.21977905929088593
-2.337393,58,343.849437,True,0.04962838813662529
-80.996754,500,379.657775,False,0.11180822551250458
-5.894956,72,384.429252,True,0.04952231049537659
-10.278327,114,392.529273,True,0.04993049427866936
2.325159,25,394.863865,True,0.04943271726369858
0.306119,36,397.169771,True,0.04886643588542938
-111.989244,500,433.766874,False,0.16416935622692108
-52.096099,367,462.70539,True,0.04796985909342766
-149.857352,500,506.955671,False,0.2796464264392853
-89.149612,500,549.912073,False,0.11590039730072021
-112.215526,500,592.91606,False,0.18391872942447662
-5.685431,56,598.27793,True,0.04899425804615021
-84.942439,500,640.015245,False,0.12913168966770172
-112.970005,500,683.486398,False,0.18840453028678894
-94.487598,500,724.00312,False,0.1358424574136734
-18.677124,158,737.054308,True,0.04763505235314369
-13.562582,106,746.169594,True,0.04979009926319122
-182.563871,500,787.274275,False,0.30648913979530334
-26.548504,179,801.772685,True,0.04888622835278511
0.369521,38,805.673421,True,0.04774092137813568
-107.118215,500,846.757009,False,0.15362945199012756
-139.591922,500,887.670617,False,0.2345140427350998
-130.252758,500,928.701713,False,0.1564948856830597
-197.082131,500,971.847886,False,0.34327322244644165
2.394773,22,973.234669,True,0.048564545810222626
-22.664647,171,988.392143,True,0.04975785315036774
-120.685092,500,1030.322934,False,0.1174904927611351
-31.041771,158,1043.667076,True,0.04919634386897087
-116.442706,500,1086.194214,False,0.1813710629940033
-35.215018,212,1098.201848,True,0.04964207857847214
-88.024524,500,1126.666881,False,0.10535785555839539
-72.82893,500,1154.449701,False,0.10116881877183914
-17.240775,148,1162.477784,True,0.04881775379180908
-114.451818,500,1189.773049,False,0.1825570911169052
-140.144523,500,1218.015438,False,0.2284294068813324
